"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Hong Kong SAR","Female","2000","UNESCO_UIS Database_Sep2007","Number","237085",""
"Hong Kong SAR","Female","1999","UNESCO_UIS Database_Sep2007","Number","229620",""
"Hong Kong SAR","Male","2005","UNESCO_UIS Database_Sep2007","Number","234441",""
"Hong Kong SAR","Male","2004","UNESCO_UIS Database_Sep2007","Number","245595",""
"Hong Kong SAR","Male","2003","UNESCO_UIS Database_Sep2007","Number","253025",""
"Hong Kong SAR","Male","2002","UNESCO_UIS Database_Sep2007","Number","258361",""
"Hong Kong SAR","Male","2001","UNESCO_UIS Database_Sep2007","Number","258733",""
"Hong Kong SAR","Male","2000","UNESCO_UIS Database_Sep2007","Number","254766",""
"Hong Kong SAR","Male","1999","UNESCO_UIS Database_Sep2007","Number","247182",""
"Hungary","Female","2005","UNESCO_UIS Database_Sep2007","Number","207855",""
"Hungary","Female","2004","UNESCO_UIS Database_Sep2007","Number","216354",""
"Hungary","Female","2003","UNESCO_UIS Database_Sep2007","Number","224982",""
"Hungary","Female","2002","UNESCO_UIS Database_Sep2007","Number","231522",""
"Hungary","Female","2001","UNESCO_UIS Database_Sep2007","Number","237267",""
"Hungary","Female","2000","UNESCO_UIS Database_Sep2007","Number","242648",""
"Hungary","Female","1999","UNESCO_UIS Database_Sep2007","Number","243607",""
"Hungary","Male","2005","UNESCO_UIS Database_Sep2007","Number","222706",""
"Hungary","Male","2004","UNESCO_UIS Database_Sep2007","Number","230256",""
"Hungary","Male","2003","UNESCO_UIS Database_Sep2007","Number","239031",""
"Hungary","Male","2002","UNESCO_UIS Database_Sep2007","Number","246343",""
"Hungary","Male","2001","UNESCO_UIS Database_Sep2007","Number","252501",""
"Hungary","Male","2000","UNESCO_UIS Database_Sep2007","Number","258298",""
"Hungary","Male","1999","UNESCO_UIS Database_Sep2007","Number","259695",""
"Iceland","Female","2005","UNESCO_UIS Database_Sep2007","Number","14952","3"
"Iceland","Female","2004","UNESCO_UIS Database_Sep2007","Number","14982",""
"Iceland","Female","2003","UNESCO_UIS Database_Sep2007","Number","15242",""
"Iceland","Female","2002","UNESCO_UIS Database_Sep2007","Number","15281",""
"Iceland","Female","2001","UNESCO_UIS Database_Sep2007","Number","15424",""
"Iceland","Female","2000","UNESCO_UIS Database_Sep2007","Number","15111",""
"Iceland","Female","1999","UNESCO_UIS Database_Sep2007","Number","14622",""
"Iceland","Male","2005","UNESCO_UIS Database_Sep2007","Number","15927",""
"Iceland","Male","2004","UNESCO_UIS Database_Sep2007","Number","16002",""
"Iceland","Male","2003","UNESCO_UIS Database_Sep2007","Number","16228",""
"Iceland","Male","2002","UNESCO_UIS Database_Sep2007","Number","16184",""
"Iceland","Male","2001","UNESCO_UIS Database_Sep2007","Number","16362",""
"Iceland","Male","2000","UNESCO_UIS Database_Sep2007","Number","16171",""
"Iceland","Male","1999","UNESCO_UIS Database_Sep2007","Number","15733",""
"India","Female","2005","UNESCO_UIS Database_Sep2007","Number","65951100","3"
"India","Female","2004","UNESCO_UIS Database_Sep2007","Number","63769676","3"
"India","Female","2003","UNESCO_UIS Database_Sep2007","Number","58794676",""
"India","Female","2002","UNESCO_UIS Database_Sep2007","Number","50907084",""
"India","Female","2001","UNESCO_UIS Database_Sep2007","Number","49820547",""
"India","Female","2000","UNESCO_UIS Database_Sep2007","Number","49509252",""
"India","Female","1999","UNESCO_UIS Database_Sep2007","Number","48275818",""
"India","Male","2005","UNESCO_UIS Database_Sep2007","Number","74061799",""
"India","Male","2004","UNESCO_UIS Database_Sep2007","Number","72424096",""
"India","Male","2003","UNESCO_UIS Database_Sep2007","Number","66773920",""
"India","Male","2002","UNESCO_UIS Database_Sep2007","Number","64287496",""
"India","Male","2001","UNESCO_UIS Database_Sep2007","Number","64006432",""
"India","Male","2000","UNESCO_UIS Database_Sep2007","Number","64103288",""
"India","Male","1999","UNESCO_UIS Database_Sep2007","Number","62710060",""
"Indonesia","Female","2005","UNESCO_UIS Database_Sep2007","Number","14067667","3"
"Indonesia","Female","2004","UNESCO_UIS Database_Sep2007","Number","14198722",""
"Indonesia","Female","2003","UNESCO_UIS Database_Sep2007","Number","14141536",""
"Indonesia","Female","2002","UNESCO_UIS Database_Sep2007","Number","14064330",""
"Indonesia","Female","2001","UNESCO_UIS Database_Sep2007","Number","13949676",""
"Indonesia","Female","2000","UNESCO_UIS Database_Sep2007","Number","13629275","3"
"Indonesia","Male","2005","UNESCO_UIS Database_Sep2007","Number","15082079","4"
"Indonesia","Male","2004","UNESCO_UIS Database_Sep2007","Number","14943371",""
"Indonesia","Male","2003","UNESCO_UIS Database_Sep2007","Number","14909298",""
"Indonesia","Male","2002","UNESCO_UIS Database_Sep2007","Number","14862047",""
"Indonesia","Male","2001","UNESCO_UIS Database_Sep2007","Number","14740455",""
"Indonesia","Male","2000","UNESCO_UIS Database_Sep2007","Number","14572659",""
"Iran","Female","2005","UNESCO_UIS Database_Sep2007","Number","3924946",""
"Iran","Female","2004","UNESCO_UIS Database_Sep2007","Number","3730100",""
"Iran","Female","2003","UNESCO_UIS Database_Sep2007","Number","3366417",""
"Iran","Female","2002","UNESCO_UIS Database_Sep2007","Number","3588016",""
"Iran","Female","2001","UNESCO_UIS Database_Sep2007","Number","3792588",""
"Iran","Female","2000","UNESCO_UIS Database_Sep2007","Number","3938766",""
"Iran","Female","1999","UNESCO_UIS Database_Sep2007","Number","4106422",""
"Iran","Male","2005","UNESCO_UIS Database_Sep2007","Number","3382110",""
"Iran","Male","2004","UNESCO_UIS Database_Sep2007","Number","3576534",""
"Iran","Male","2003","UNESCO_UIS Database_Sep2007","Number","3662507",""
"Iran","Male","2002","UNESCO_UIS Database_Sep2007","Number","3924999",""
"Iran","Male","2001","UNESCO_UIS Database_Sep2007","Number","4175849",""
"Iran","Male","2000","UNESCO_UIS Database_Sep2007","Number","4348771",""
"Iran","Male","1999","UNESCO_UIS Database_Sep2007","Number","4560725",""
"Iraq","Female","2005","UNESCO_UIS Database_Sep2007","Number","1962901","3"
"Iraq","Female","2004","UNESCO_UIS Database_Sep2007","Number","1920401",""
"Iraq","Female","2003","UNESCO_UIS Database_Sep2007","Number","1903618",""
"Iraq","Female","2002","UNESCO_UIS Database_Sep2007","Number","1839207",""
"Iraq","Female","2001","UNESCO_UIS Database_Sep2007","Number","1776584",""
"Iraq","Female","2000","UNESCO_UIS Database_Sep2007","Number","1600852",""
"Iraq","Female","1999","UNESCO_UIS Database_Sep2007","Number","1584674",""
"Iraq","Male","2005","UNESCO_UIS Database_Sep2007","Number","2467366",""
"Iraq","Male","2004","UNESCO_UIS Database_Sep2007","Number","2414208",""
"Iraq","Male","2003","UNESCO_UIS Database_Sep2007","Number","2376984",""
"Iraq","Male","2002","UNESCO_UIS Database_Sep2007","Number","2296554",""
"Iraq","Male","2001","UNESCO_UIS Database_Sep2007","Number","2254762",""
"Iraq","Male","2000","UNESCO_UIS Database_Sep2007","Number","2038510",""
"Iraq","Male","1999","UNESCO_UIS Database_Sep2007","Number","2019190",""
"Ireland","Female","2005","UNESCO_UIS Database_Sep2007","Number","220229",""
"Ireland","Female","2004","UNESCO_UIS Database_Sep2007","Number","218359",""
"Ireland","Female","2003","UNESCO_UIS Database_Sep2007","Number","217010",""
"Ireland","Female","2002","UNESCO_UIS Database_Sep2007","Number","216461",""
"Ireland","Female","2001","UNESCO_UIS Database_Sep2007","Number","215176",""
"Ireland","Female","2000","UNESCO_UIS Database_Sep2007","Number","218046",""
"Ireland","Female","1999","UNESCO_UIS Database_Sep2007","Number","221566",""
"Ireland","Male","2005","UNESCO_UIS Database_Sep2007","Number","233831",""
"Ireland","Male","2004","UNESCO_UIS Database_Sep2007","Number","232054",""
"Ireland","Male","2003","UNESCO_UIS Database_Sep2007","Number","230608",""
"Ireland","Male","2002","UNESCO_UIS Database_Sep2007","Number","229486",""
"Ireland","Male","2001","UNESCO_UIS Database_Sep2007","Number","228441",""
"Ireland","Male","2000","UNESCO_UIS Database_Sep2007","Number","231592",""
"Ireland","Male","1999","UNESCO_UIS Database_Sep2007","Number","234998",""
"Israel","Female","2005","UNESCO_UIS Database_Sep2007","Number","383574",""
"Israel","Female","2004","UNESCO_UIS Database_Sep2007","Number","378233",""
"Israel","Female","2003","UNESCO_UIS Database_Sep2007","Number","374504",""
"Israel","Female","2002","UNESCO_UIS Database_Sep2007","Number","369988",""
"Israel","Female","2001","UNESCO_UIS Database_Sep2007","Number","364275",""
"Israel","Female","2000","UNESCO_UIS Database_Sep2007","Number","358530",""
"Israel","Female","1999","UNESCO_UIS Database_Sep2007","Number","350608",""
"Israel","Male","2005","UNESCO_UIS Database_Sep2007","Number","401089",""
"Israel","Male","2004","UNESCO_UIS Database_Sep2007","Number","396788",""
"Israel","Male","2003","UNESCO_UIS Database_Sep2007","Number","395352",""
"Israel","Male","2002","UNESCO_UIS Database_Sep2007","Number","390358",""
"Israel","Male","2001","UNESCO_UIS Database_Sep2007","Number","384305",""
"Israel","Male","2000","UNESCO_UIS Database_Sep2007","Number","380080",""
"Israel","Male","1999","UNESCO_UIS Database_Sep2007","Number","371685",""
"Italy","Female","2005","UNESCO_UIS Database_Sep2007","Number","1339017",""
"Italy","Female","2004","UNESCO_UIS Database_Sep2007","Number","1341145",""
"Italy","Female","2003","UNESCO_UIS Database_Sep2007","Number","1345178",""
"Italy","Female","2002","UNESCO_UIS Database_Sep2007","Number","1343185",""
"Italy","Female","2001","UNESCO_UIS Database_Sep2007","Number","1362178",""
"Italy","Female","2000","UNESCO_UIS Database_Sep2007","Number","1379142",""
"Italy","Female","1999","UNESCO_UIS Database_Sep2007","Number","1394001",""
"Italy","Male","2005","UNESCO_UIS Database_Sep2007","Number","1432230",""
"Italy","Male","2004","UNESCO_UIS Database_Sep2007","Number","1427241",""
"Italy","Male","2003","UNESCO_UIS Database_Sep2007","Number","1433699",""
"Italy","Male","2002","UNESCO_UIS Database_Sep2007","Number","1446695",""
"Italy","Male","2001","UNESCO_UIS Database_Sep2007","Number","1448159",""
"Italy","Male","2000","UNESCO_UIS Database_Sep2007","Number","1457191",""
"Italy","Male","1999","UNESCO_UIS Database_Sep2007","Number","1481851",""
"Jamaica","Female","2005","UNESCO_UIS Database_Sep2007","Number","159135",""
"Jamaica","Female","2004","UNESCO_UIS Database_Sep2007","Number","162112",""
"Jamaica","Female","2003","UNESCO_UIS Database_Sep2007","Number","159031",""
"Jamaica","Female","2002","UNESCO_UIS Database_Sep2007","Number","161186",""
"Jamaica","Female","2001","UNESCO_UIS Database_Sep2007","Number","160762",""
"Jamaica","Female","2000","UNESCO_UIS Database_Sep2007","Number","160739",""
"Jamaica","Female","1999","UNESCO_UIS Database_Sep2007","Number","155827","3"
"Jamaica","Male","2005","UNESCO_UIS Database_Sep2007","Number","167276",""
"Jamaica","Male","2004","UNESCO_UIS Database_Sep2007","Number","169174",""
"Jamaica","Male","2003","UNESCO_UIS Database_Sep2007","Number","166271",""
"Jamaica","Male","2002","UNESCO_UIS Database_Sep2007","Number","168576",""
"Jamaica","Male","2001","UNESCO_UIS Database_Sep2007","Number","167734",""
"Jamaica","Male","2000","UNESCO_UIS Database_Sep2007","Number","166108",""
"Jamaica","Male","1999","UNESCO_UIS Database_Sep2007","Number","160463",""
"Japan","Female","2005","UNESCO_UIS Database_Sep2007","Number","3529050",""
"Japan","Female","2004","UNESCO_UIS Database_Sep2007","Number","3540167",""
"Japan","Female","2003","UNESCO_UIS Database_Sep2007","Number","3546812",""
"Japan","Female","2002","UNESCO_UIS Database_Sep2007","Number","3573574",""
"Japan","Female","2001","UNESCO_UIS Database_Sep2007","Number","3606833",""
"Japan","Female","2000","UNESCO_UIS Database_Sep2007","Number","3671417",""
"Japan","Female","1999","UNESCO_UIS Database_Sep2007","Number","3751531",""
"Japan","Male","2005","UNESCO_UIS Database_Sep2007","Number","3702804",""
"Japan","Male","2004","UNESCO_UIS Database_Sep2007","Number","3717056",""
"Japan","Male","2003","UNESCO_UIS Database_Sep2007","Number","3722116",""
"Japan","Male","2002","UNESCO_UIS Database_Sep2007","Number","3752292",""
"Japan","Male","2001","UNESCO_UIS Database_Sep2007","Number","3787749",""
"Japan","Male","2000","UNESCO_UIS Database_Sep2007","Number","3857490",""
"Japan","Male","1999","UNESCO_UIS Database_Sep2007","Number","3940341",""
"Jordan","Female","2005","UNESCO_UIS Database_Sep2007","Number","393986",""
"Jordan","Female","2004","UNESCO_UIS Database_Sep2007","Number","391315",""
"Jordan","Female","2003","UNESCO_UIS Database_Sep2007","Number","384450",""
"Jordan","Female","2002","UNESCO_UIS Database_Sep2007","Number","373912",""
"Jordan","Female","2000","UNESCO_UIS Database_Sep2007","Number","353374",""
"Jordan","Female","1999","UNESCO_UIS Database_Sep2007","Number","344890",""
"Jordan","Male","2005","UNESCO_UIS Database_Sep2007","Number","410918",""
"Jordan","Male","2004","UNESCO_UIS Database_Sep2007","Number","408573",""
"Jordan","Male","2003","UNESCO_UIS Database_Sep2007","Number","401704",""
"Jordan","Male","2002","UNESCO_UIS Database_Sep2007","Number","392181",""
"Jordan","Male","2000","UNESCO_UIS Database_Sep2007","Number","370134",""
"Jordan","Male","1999","UNESCO_UIS Database_Sep2007","Number","361308",""
"Kazakhstan","Female","2005","UNESCO_UIS Database_Sep2007","Number","499572",""
"Kazakhstan","Female","2004","UNESCO_UIS Database_Sep2007","Number","526896",""
"Kazakhstan","Female","2003","UNESCO_UIS Database_Sep2007","Number","547165",""
"Kazakhstan","Female","2002","UNESCO_UIS Database_Sep2007","Number","565498",""
"Kazakhstan","Female","2001","UNESCO_UIS Database_Sep2007","Number","581302",""
"Kazakhstan","Female","2000","UNESCO_UIS Database_Sep2007","Number","595197",""
"Kazakhstan","Female","1999","UNESCO_UIS Database_Sep2007","Number","614200",""
"Kazakhstan","Male","2005","UNESCO_UIS Database_Sep2007","Number","524402",""
"Kazakhstan","Male","2004","UNESCO_UIS Database_Sep2007","Number","552702",""
"Kazakhstan","Male","2003","UNESCO_UIS Database_Sep2007","Number","572840",""
"Kazakhstan","Male","2002","UNESCO_UIS Database_Sep2007","Number","592801",""
"Kazakhstan","Male","2001","UNESCO_UIS Database_Sep2007","Number","608767",""
"Kazakhstan","Male","2000","UNESCO_UIS Database_Sep2007","Number","613123",""
"Kazakhstan","Male","1999","UNESCO_UIS Database_Sep2007","Number","634700",""
"Kenya","Female","2005","UNESCO_UIS Database_Sep2007","Number","2959962",""
"Kenya","Female","2004","UNESCO_UIS Database_Sep2007","Number","2861300",""
"Kenya","Female","2003","UNESCO_UIS Database_Sep2007","Number","2819724",""
"Kenya","Female","2002","UNESCO_UIS Database_Sep2007","Number","2375453",""
"Kenya","Female","2000","UNESCO_UIS Database_Sep2007","Number","2486365",""
"Kenya","Female","1999","UNESCO_UIS Database_Sep2007","Number","2344602",""
"Kenya","Male","2005","UNESCO_UIS Database_Sep2007","Number","3115744",""
"Kenya","Male","2004","UNESCO_UIS Database_Sep2007","Number","3064778",""
"Kenya","Male","2003","UNESCO_UIS Database_Sep2007","Number","2991657",""
"Kenya","Male","2002","UNESCO_UIS Database_Sep2007","Number","2528076",""
"Kenya","Male","2000","UNESCO_UIS Database_Sep2007","Number","2548493",""
"Kenya","Male","1999","UNESCO_UIS Database_Sep2007","Number","2437773",""
"Kiribati","Female","2005","UNESCO_UIS Database_Sep2007","Number","7965",""
"Kiribati","Female","2004","UNESCO_UIS Database_Sep2007","Number","7739",""
"Kiribati","Female","2003","UNESCO_UIS Database_Sep2007","Number","7636",""
"Kiribati","Female","2002","UNESCO_UIS Database_Sep2007","Number","7213",""
"Kiribati","Female","2001","UNESCO_UIS Database_Sep2007","Number","7707",""
"Kiribati","Female","2000","UNESCO_UIS Database_Sep2007","Number","6943",""
"Kiribati","Female","1999","UNESCO_UIS Database_Sep2007","Number","6976",""
"Kiribati","Male","2005","UNESCO_UIS Database_Sep2007","Number","8167",""
"Kiribati","Male","2004","UNESCO_UIS Database_Sep2007","Number","7872",""
"Kiribati","Male","2003","UNESCO_UIS Database_Sep2007","Number","8162",""
"Kiribati","Male","2002","UNESCO_UIS Database_Sep2007","Number","7596",""
"Kiribati","Male","2001","UNESCO_UIS Database_Sep2007","Number","7986",""
"Kiribati","Male","2000","UNESCO_UIS Database_Sep2007","Number","7623",""
"Kiribati","Male","1999","UNESCO_UIS Database_Sep2007","Number","7352",""
"Korea Rep","Female","2005","UNESCO_UIS Database_Sep2007","Number","1942041",""
"Korea Rep","Female","2004","UNESCO_UIS Database_Sep2007","Number","1965212",""
"Korea Rep","Female","2003","UNESCO_UIS Database_Sep2007","Number","1946288",""
"Korea Rep","Female","2002","UNESCO_UIS Database_Sep2007","Number","1922064",""
"Korea Rep","Female","2001","UNESCO_UIS Database_Sep2007","Number","1894161",""
"Korea Rep","Female","2000","UNESCO_UIS Database_Sep2007","Number","1862914",""
"Korea Rep","Female","1999","UNESCO_UIS Database_Sep2007","Number","1820491",""
"Korea Rep","Male","2005","UNESCO_UIS Database_Sep2007","Number","2183382",""
